Chest,Shoulder,Sleeve Length,Waist,Predicted Size
102.1,45.9,20.32,102.1,2
102.1,45.9,20.32,102.6,2
102.1,45.9,20.32,103.1,2
102.1,45.9,20.32,103.6,2
102.1,45.9,20.32,104.1,2
102.1,45.9,20.32,104.6,2
102.1,45.9,20.32,105.1,2
102.1,45.9,20.32,105.6,2
102.1,45.9,20.32,106.1,2
102.1,45.9,20.32,106.6,2
102.1,45.9,20.82,101.6,2
102.1,45.9,20.82,102.1,2
102.1,45.9,20.82,102.6,2
102.1,45.9,20.82,103.1,2
102.1,45.9,20.82,103.6,2
102.1,45.9,20.82,104.1,2
102.1,45.9,20.82,104.6,2
102.1,45.9,20.82,105.1,2
102.1,45.9,20.82,105.6,2
102.1,45.9,20.82,106.1,2
102.1,45.9,20.82,106.6,2
102.1,45.9,21.3,101.6,2
102.1,45.9,21.3,102.1,2
102.1,45.9,21.3,102.6,2
102.1,45.9,21.3,103.1,2
102.1,45.9,21.3,103.6,2
102.1,45.9,21.3,104.1,2
102.1,45.9,21.3,104.6,2
102.1,45.9,21.3,105.1,2
102.1,45.9,21.3,105.6,2
102.1,45.9,21.3,106.1,2
102.1,45.9,21.3,106.6,2
102.1,46.4,20.32,101.6,2
102.1,46.4,20.32,102.1,2
102.1,46.4,20.32,102.6,2
102.1,46.4,20.32,103.1,2
102.1,46.4,20.32,103.6,2
102.1,46.4,20.32,104.1,2
102.1,46.4,20.32,104.6,2
102.1,46.4,20.32,105.1,2
102.1,46.4,20.32,105.6,2
102.1,46.4,20.32,106.1,2
102.1,46.4,20.32,106.6,2
102.1,46.4,20.82,101.6,2
102.1,46.4,20.82,102.1,2
102.1,46.4,20.82,102.6,2
102.1,46.4,20.82,103.1,2
102.1,46.4,20.82,103.6,2
102.1,46.4,20.82,104.1,2
102.1,46.4,20.82,104.6,2
102.1,46.4,20.82,105.1,2
102.1,46.4,20.82,105.6,2
102.1,46.4,20.82,106.1,2
102.1,46.4,20.82,106.6,2
102.1,46.4,21.3,101.6,2
102.1,46.4,21.3,102.1,2
102.1,46.4,21.3,102.6,2
102.1,46.4,21.3,103.1,2
102.1,46.4,21.3,103.6,2
102.1,46.4,21.3,104.1,2
102.1,46.4,21.3,104.6,2
102.1,46.4,21.3,105.1,2
102.1,46.4,21.3,105.6,2
102.1,46.4,21.3,106.1,2
102.1,46.4,21.3,106.6,2
102.1,46.7,20.32,101.6,2
102.1,46.7,20.32,102.1,2
102.1,46.7,20.32,102.6,2
102.1,46.7,20.32,103.1,2
102.1,46.7,20.32,103.6,2
102.1,46.7,20.32,104.1,2
102.1,46.7,20.32,104.6,2
102.1,46.7,20.32,105.1,2
102.1,46.7,20.32,105.6,2
102.1,46.7,20.32,106.1,2
102.1,46.7,20.32,106.6,2
102.1,46.7,20.82,101.6,2
102.1,46.7,20.82,102.1,2
102.1,46.7,20.82,102.6,2
102.1,46.7,20.82,103.1,2
102.1,46.7,20.82,103.6,2
102.1,46.7,20.82,104.1,2
102.1,46.7,20.82,104.6,2
102.1,46.7,20.82,105.1,2
102.1,46.7,20.82,105.6,2
102.1,46.7,20.82,106.1,2
102.1,46.7,20.82,106.6,2
102.1,46.7,21.3,101.6,2
102.1,46.7,21.3,102.1,2
102.1,46.7,21.3,102.6,2
102.1,46.7,21.3,103.1,2
102.1,46.7,21.3,103.6,2
102.1,46.7,21.3,104.1,2
102.1,46.7,21.3,104.6,2
102.1,46.7,21.3,105.1,2
102.1,46.7,21.3,105.6,2
102.1,46.7,21.3,106.1,2
102.1,46.7,21.3,106.6,2
102.6,44.4,20.32,101.6,2
102.6,44.4,20.32,102.1,2
102.6,44.4,20.32,102.6,2
102.6,44.4,20.32,103.1,2
102.6,44.4,20.32,103.6,2
102.6,44.4,20.32,104.1,2
102.6,44.4,20.32,104.6,2
102.6,44.4,20.32,105.1,2
102.6,44.4,20.32,105.6,2
102.6,44.4,20.32,106.1,2
102.6,44.4,20.32,106.6,2
102.6,44.4,20.82,101.6,2
102.6,44.4,20.82,102.1,2
102.6,44.4,20.82,102.6,2
102.6,44.4,20.82,103.1,2
102.6,44.4,20.82,103.6,2
102.6,44.4,20.82,104.1,2
102.6,44.4,20.82,104.6,2
102.6,44.4,20.82,105.1,2
102.6,44.4,20.82,105.6,2
102.6,44.4,20.82,106.1,2
102.6,44.4,20.82,106.6,2
102.6,44.4,21.3,101.6,2
102.6,44.4,21.3,102.1,2
102.6,44.4,21.3,102.6,2
102.6,44.4,21.3,103.1,2
102.6,44.4,21.3,103.6,2
102.6,44.4,21.3,104.1,2
102.6,44.4,21.3,104.6,2
102.6,44.4,21.3,105.1,2
102.6,44.4,21.3,105.6,2
102.6,44.4,21.3,106.1,2
102.6,44.4,21.3,106.6,2
102.6,44.9,20.32,101.6,2
102.6,44.9,20.32,102.1,2
102.6,44.9,20.32,102.6,2
102.6,44.9,20.32,103.1,2
102.6,44.9,20.32,103.6,2
102.6,44.9,20.32,104.1,2
102.6,44.9,20.32,104.6,2
102.6,44.9,20.32,105.1,2
102.6,44.9,20.32,105.6,2
102.6,44.9,20.32,106.1,2
102.6,44.9,20.32,106.6,2
102.6,44.9,20.82,101.6,2
102.6,44.9,20.82,102.1,2
102.6,44.9,20.82,102.6,2
102.6,44.9,20.82,103.1,2
102.6,44.9,20.82,103.6,2
102.6,44.9,20.82,104.1,2
102.6,44.9,20.82,104.6,2
102.6,44.9,20.82,105.1,2
102.6,44.9,20.82,105.6,2
102.6,44.9,20.82,106.1,2
102.6,44.9,20.82,106.6,2
102.6,44.9,21.3,101.6,2
102.6,44.9,21.3,102.1,2
102.6,44.9,21.3,102.6,2
102.6,44.9,21.3,103.1,2
102.6,44.9,21.3,103.6,2
102.6,44.9,21.3,104.1,2
102.6,44.9,21.3,104.6,2
102.6,44.9,21.3,105.1,2
102.6,44.9,21.3,105.6,2
102.6,44.9,21.3,106.1,2
102.6,44.9,21.3,106.6,2
102.6,45.4,20.32,101.6,2
102.6,45.4,20.32,102.1,2
102.6,45.4,20.32,102.6,2
102.6,45.4,20.32,103.1,2
102.6,45.4,20.32,103.6,2
102.6,45.4,20.32,104.1,2
102.6,45.4,20.32,104.6,2
102.6,45.4,20.32,105.1,2
102.6,45.4,20.32,105.6,2
102.6,45.4,20.32,106.1,2
102.6,45.4,20.32,106.6,2
102.6,45.4,20.82,101.6,2
102.6,45.4,20.82,102.1,2
102.6,45.4,20.82,102.6,2
102.6,45.4,20.82,103.1,2
102.6,45.4,20.82,103.6,2
102.6,45.4,20.82,104.1,2
102.6,45.4,20.82,104.6,2
102.6,45.4,20.82,105.1,2
102.6,45.4,20.82,105.6,2
102.6,45.4,20.82,106.1,2
102.6,45.4,20.82,106.6,2
102.6,45.4,21.3,101.6,2
102.6,45.4,21.3,102.1,2
102.6,45.4,21.3,102.6,2
102.6,45.4,21.3,103.1,2
102.6,45.4,21.3,103.6,2
102.6,45.4,21.3,104.1,2
102.6,45.4,21.3,104.6,2
102.6,45.4,21.3,105.1,2
102.6,45.4,21.3,105.6,2
102.6,45.4,21.3,106.1,2
102.6,45.4,21.3,106.6,2
102.6,45.9,20.32,101.6,2
102.6,45.9,20.32,102.1,2
102.6,45.9,20.32,102.6,2
102.6,45.9,20.32,103.1,2
102.6,45.9,20.32,103.6,2
102.6,45.9,20.32,104.1,2
102.6,45.9,20.32,104.6,2
102.6,45.9,20.32,105.1,2
102.6,45.9,20.32,105.6,2
102.6,45.9,20.32,106.1,2
102.6,45.9,20.32,106.6,2
102.6,45.9,20.82,101.6,2
102.6,45.9,20.82,102.1,2
102.6,45.9,20.82,102.6,2
102.6,45.9,20.82,103.1,2
102.6,45.9,20.82,103.6,2
102.6,45.9,20.82,104.1,2
102.6,45.9,20.82,104.6,2
102.6,45.9,20.82,105.1,2
102.6,45.9,20.82,105.6,2
102.6,45.9,20.82,106.1,2
102.6,45.9,20.82,106.6,2
102.6,45.9,21.3,101.6,2
102.6,45.9,21.3,102.1,2
102.6,45.9,21.3,102.6,2
102.6,45.9,21.3,103.1,2
102.6,45.9,21.3,103.6,2
102.6,45.9,21.3,104.1,2
102.6,45.9,21.3,104.6,2
102.6,45.9,21.3,105.1,2
102.6,45.9,21.3,105.6,2
102.6,45.9,21.3,106.1,2
102.6,45.9,21.3,106.6,2
102.6,46.4,20.32,101.6,2
102.6,46.4,20.32,102.1,2
102.6,46.4,20.32,102.6,2
102.6,46.4,20.32,103.1,2
102.6,46.4,20.32,103.6,2
102.6,46.4,20.32,104.1,2
102.6,46.4,20.32,104.6,2
102.6,46.4,20.32,105.1,2
102.6,46.4,20.32,105.6,2
102.6,46.4,20.32,106.1,2
102.6,46.4,20.32,106.6,2
102.6,46.4,20.82,101.6,2
102.6,46.4,20.82,102.1,2
102.6,46.4,20.82,102.6,2
102.6,46.4,20.82,103.1,2
102.6,46.4,20.82,103.6,2
102.6,46.4,20.82,104.1,2
102.6,46.4,20.82,104.6,2
102.6,46.4,20.82,105.1,2
102.6,46.4,20.82,105.6,2
102.6,46.4,20.82,106.1,2
102.6,46.4,20.82,106.6,2
102.6,46.4,21.3,101.6,2
102.6,46.4,21.3,102.1,2
102.6,46.4,21.3,102.6,2
102.6,46.4,21.3,103.1,2
102.6,46.4,21.3,103.6,2
102.6,46.4,21.3,104.1,2
102.6,46.4,21.3,104.6,2
102.6,46.4,21.3,105.1,2
102.6,46.4,21.3,105.6,2
102.6,46.4,21.3,106.1,2
102.6,46.4,21.3,106.6,2
102.6,46.7,20.32,101.6,2
102.6,46.7,20.32,102.1,2
102.6,46.7,20.32,102.6,2
102.6,46.7,20.32,103.1,2
102.6,46.7,20.32,103.6,2
102.6,46.7,20.32,104.1,2
102.6,46.7,20.32,104.6,2
102.6,46.7,20.32,105.1,2
102.6,46.7,20.32,105.6,2
102.6,46.7,20.32,106.1,2
102.6,46.7,20.32,106.6,2
102.6,46.7,20.82,101.6,2
102.6,46.7,20.82,102.1,2
102.6,46.7,20.82,102.6,2
102.6,46.7,20.82,103.1,2
102.6,46.7,20.82,103.6,2
102.6,46.7,20.82,104.1,2
102.6,46.7,20.82,104.6,2
102.6,46.7,20.82,105.1,2
102.6,46.7,20.82,105.6,2
102.6,46.7,20.82,106.1,2
102.6,46.7,20.82,106.6,2
102.6,46.7,21.3,101.6,2
102.6,46.7,21.3,102.1,2
102.6,46.7,21.3,102.6,2
102.6,46.7,21.3,103.1,2
102.6,46.7,21.3,103.6,2
102.6,46.7,21.3,104.1,2
102.6,46.7,21.3,104.6,2
102.6,46.7,21.3,105.1,2
102.6,46.7,21.3,105.6,2
102.6,46.7,21.3,106.1,2
102.6,46.7,21.3,106.6,2
103.1,44.4,20.32,101.6,2
103.1,44.4,20.32,102.1,2
103.1,44.4,20.32,102.6,2
103.1,44.4,20.32,103.1,2
103.1,44.4,20.32,103.6,2
103.1,44.4,20.32,104.1,2
103.1,44.4,20.32,104.6,2
103.1,44.4,20.32,105.1,2
103.1,44.4,20.32,105.6,2
103.1,44.4,20.32,106.1,2
103.1,44.4,20.32,106.6,2
103.1,44.4,20.82,101.6,2
103.1,44.4,20.82,102.1,2
103.1,44.4,20.82,102.6,2
103.1,44.4,20.82,103.1,2
103.1,44.4,20.82,103.6,2
103.1,44.4,20.82,104.1,2
103.1,44.4,20.82,104.6,2
103.1,44.4,20.82,105.1,2
103.1,44.4,20.82,105.6,2
103.1,44.4,20.82,106.1,2
103.1,44.4,20.82,106.6,2
103.1,44.4,21.3,101.6,2
103.1,44.4,21.3,102.1,2
103.1,44.4,21.3,102.6,2
103.1,44.4,21.3,103.1,2
103.1,44.4,21.3,103.6,2
103.1,44.4,21.3,104.1,2
103.1,44.4,21.3,104.6,2
103.1,44.4,21.3,105.1,2
103.1,44.4,21.3,105.6,2
103.1,44.4,21.3,106.1,2
103.1,44.4,21.3,106.6,2
103.1,44.9,20.32,101.6,2
103.1,44.9,20.32,102.1,2
103.1,44.9,20.32,102.6,2
103.1,44.9,20.32,103.1,2
103.1,44.9,20.32,103.6,2
103.1,44.9,20.32,104.1,2
103.1,44.9,20.32,104.6,2
103.1,44.9,20.32,105.1,2
103.1,44.9,20.32,105.6,2
103.1,44.9,20.32,106.1,2
103.1,44.9,20.32,106.6,2
103.1,44.9,20.82,101.6,2
103.1,44.9,20.82,102.1,2
103.1,44.9,20.82,102.6,2
103.1,44.9,20.82,103.1,2
103.1,44.9,20.82,103.6,2
103.1,44.9,20.82,104.1,2
103.1,44.9,20.82,104.6,2
103.1,44.9,20.82,105.1,2
103.1,44.9,20.82,105.6,2
103.1,44.9,20.82,106.1,2
103.1,44.9,20.82,106.6,2
103.1,44.9,21.3,101.6,2
103.1,44.9,21.3,102.1,2
103.1,44.9,21.3,102.6,2
103.1,44.9,21.3,103.1,2
103.1,44.9,21.3,103.6,2
103.1,44.9,21.3,104.1,2
103.1,44.9,21.3,104.6,2
103.1,44.9,21.3,105.1,2
103.1,44.9,21.3,105.6,2
103.1,44.9,21.3,106.1,2
103.1,44.9,21.3,106.6,2
103.1,45.4,20.32,101.6,2
103.1,45.4,20.32,102.1,2
103.1,45.4,20.32,102.6,2
103.1,45.4,20.32,103.1,2
103.1,45.4,20.32,103.6,2
103.1,45.4,20.32,104.1,2
103.1,45.4,20.32,104.6,2
103.1,45.4,20.32,105.1,2
103.1,45.4,20.32,105.6,2
103.1,45.4,20.32,106.1,2
103.1,45.4,20.32,106.6,2
103.1,45.4,20.82,101.6,2
103.1,45.4,20.82,102.1,2
103.1,45.4,20.82,102.6,2
103.1,45.4,20.82,103.1,2
103.1,45.4,20.82,103.6,2
103.1,45.4,20.82,104.1,2
103.1,45.4,20.82,104.6,2
103.1,45.4,20.82,105.1,2
103.1,45.4,20.82,105.6,2
103.1,45.4,20.82,106.1,2
103.1,45.4,20.82,106.6,2
103.1,45.4,21.3,101.6,2
103.1,45.4,21.3,102.1,2
103.1,45.4,21.3,102.6,2
103.1,45.4,21.3,103.1,2
103.1,45.4,21.3,103.6,2
103.1,45.4,21.3,104.1,2
103.1,45.4,21.3,104.6,2
103.1,45.4,21.3,105.1,2
103.1,45.4,21.3,105.6,2
103.1,45.4,21.3,106.1,2
103.1,45.4,21.3,106.6,2
103.1,45.9,20.32,101.6,2
103.1,45.9,20.32,102.1,2
103.1,45.9,20.32,102.6,2
103.1,45.9,20.32,103.1,2
103.1,45.9,20.32,103.6,2
103.1,45.9,20.32,104.1,2
103.1,45.9,20.32,104.6,2
103.1,45.9,20.32,105.1,2
103.1,45.9,20.32,105.6,2
103.1,45.9,20.32,106.1,2
103.1,45.9,20.32,106.6,2
103.1,45.9,20.82,101.6,2
103.1,45.9,20.82,102.1,2
103.1,45.9,20.82,102.6,2
103.1,45.9,20.82,103.1,2
103.1,45.9,20.82,103.6,2
103.1,45.9,20.82,104.1,2
103.1,45.9,20.82,104.6,2
103.1,45.9,20.82,105.1,2
103.1,45.9,20.82,105.6,2
103.1,45.9,20.82,106.1,2
103.1,45.9,20.82,106.6,2
103.1,45.9,21.3,101.6,2
103.1,45.9,21.3,102.1,2
103.1,45.9,21.3,102.6,2
103.1,45.9,21.3,103.1,2
103.1,45.9,21.3,103.6,2
103.1,45.9,21.3,104.1,2
103.1,45.9,21.3,104.6,2
103.1,45.9,21.3,105.1,2
103.1,45.9,21.3,105.6,2
103.1,45.9,21.3,106.1,2
103.1,45.9,21.3,106.6,2
103.1,46.4,20.32,101.6,2
103.1,46.4,20.32,102.1,2
103.1,46.4,20.32,102.6,2
103.1,46.4,20.32,103.1,2
103.1,46.4,20.32,103.6,2
103.1,46.4,20.32,104.1,2
103.1,46.4,20.32,104.6,2
103.1,46.4,20.32,105.1,2
103.1,46.4,20.32,105.6,2
103.1,46.4,20.32,106.1,2
103.1,46.4,20.32,106.6,2
103.1,46.4,20.82,101.6,2
103.1,46.4,20.82,102.1,2
103.1,46.4,20.82,102.6,2
103.1,46.4,20.82,103.1,2
103.1,46.4,20.82,103.6,2
103.1,46.4,20.82,104.1,2
103.1,46.4,20.82,104.6,2
103.1,46.4,20.82,105.1,2
103.1,46.4,20.82,105.6,2
103.1,46.4,20.82,106.1,2
103.1,46.4,20.82,106.6,2
103.1,46.4,21.3,101.6,2
103.1,46.4,21.3,102.1,2
103.1,46.4,21.3,102.6,2
103.1,46.4,21.3,103.1,2
103.1,46.4,21.3,103.6,2
103.1,46.4,21.3,104.1,2
103.1,46.4,21.3,104.6,2
103.1,46.4,21.3,105.1,2
103.1,46.4,21.3,105.6,2
103.1,46.4,21.3,106.1,2
103.1,46.4,21.3,106.6,2
103.1,46.7,20.32,101.6,2
103.1,46.7,20.32,102.1,2
103.1,46.7,20.32,102.6,2
103.1,46.7,20.32,103.1,2
103.1,46.7,20.32,103.6,2
103.1,46.7,20.32,104.1,2
103.1,46.7,20.32,104.6,2
103.1,46.7,20.32,105.1,2
103.1,46.7,20.32,105.6,2
103.1,46.7,20.32,106.1,2
103.1,46.7,20.32,106.6,2
103.1,46.7,20.82,101.6,2
103.1,46.7,20.82,102.1,2
103.1,46.7,20.82,102.6,2
103.1,46.7,20.82,103.1,2
103.1,46.7,20.82,103.6,2
103.1,46.7,20.82,104.1,2
103.1,46.7,20.82,104.6,2
103.1,46.7,20.82,105.1,2
103.1,46.7,20.82,105.6,2
103.1,46.7,20.82,106.1,2
103.1,46.7,20.82,106.6,2
103.1,46.7,21.3,101.6,2
103.1,46.7,21.3,102.1,2
103.1,46.7,21.3,102.6,2
103.1,46.7,21.3,103.1,2
103.1,46.7,21.3,103.6,2
103.1,46.7,21.3,104.1,2
103.1,46.7,21.3,104.6,2
103.1,46.7,21.3,105.1,2
103.1,46.7,21.3,105.6,2
103.1,46.7,21.3,106.1,2
103.1,46.7,21.3,106.6,2
103.6,44.4,20.32,101.6,2
103.6,44.4,20.32,102.1,2
103.6,44.4,20.32,102.6,2
103.6,44.4,20.32,103.1,2
103.6,44.4,20.32,103.6,2
103.6,44.4,20.32,104.1,2
103.6,44.4,20.32,104.6,2
103.6,44.4,20.32,105.1,2
103.6,44.4,20.32,105.6,2
103.6,44.4,20.32,106.1,2
103.6,44.4,20.32,106.6,2
103.6,44.4,20.82,101.6,2
103.6,44.4,20.82,102.1,2
103.6,44.4,20.82,102.6,2
103.6,44.4,20.82,103.1,2
103.6,44.4,20.82,103.6,2
103.6,44.4,20.82,104.1,2
103.6,44.4,20.82,104.6,2
103.6,44.4,20.82,105.1,2
103.6,44.4,20.82,105.6,2
103.6,44.4,20.82,106.1,2
103.6,44.4,20.82,106.6,2
103.6,44.4,21.3,101.6,2
103.6,44.4,21.3,102.1,2
103.6,44.4,21.3,102.6,2
103.6,44.4,21.3,103.1,2
103.6,44.4,21.3,103.6,2
103.6,44.4,21.3,104.1,2
103.6,44.4,21.3,104.6,2
103.6,44.4,21.3,105.1,2
103.6,44.4,21.3,105.6,2
103.6,44.4,21.3,106.1,2
103.6,44.4,21.3,106.6,2
103.6,44.9,20.32,101.6,2
103.6,44.9,20.32,102.1,2
103.6,44.9,20.32,102.6,2
103.6,44.9,20.32,103.1,2
103.6,44.9,20.32,103.6,2
103.6,44.9,20.32,104.1,2
103.6,44.9,20.32,104.6,2
103.6,44.9,20.32,105.1,2
103.6,44.9,20.32,105.6,2
103.6,44.9,20.32,106.1,2
103.6,44.9,20.32,106.6,2
103.6,44.9,20.82,101.6,2
103.6,44.9,20.82,102.1,2
103.6,44.9,20.82,102.6,2
103.6,44.9,20.82,103.1,2
103.6,44.9,20.82,103.6,2
103.6,44.9,20.82,104.1,2
103.6,44.9,20.82,104.6,2
103.6,44.9,20.82,105.1,2
103.6,44.9,20.82,105.6,2
103.6,44.9,20.82,106.1,2
103.6,44.9,20.82,106.6,2
103.6,44.9,21.3,101.6,2
103.6,44.9,21.3,102.1,2
103.6,44.9,21.3,102.6,2
103.6,44.9,21.3,103.1,2
103.6,44.9,21.3,103.6,2
103.6,44.9,21.3,104.1,2
103.6,44.9,21.3,104.6,2
103.6,44.9,21.3,105.1,2
103.6,44.9,21.3,105.6,2
103.6,44.9,21.3,106.1,2
103.6,44.9,21.3,106.6,2
103.6,45.4,20.32,101.6,2
103.6,45.4,20.32,102.1,2
103.6,45.4,20.32,102.6,2
103.6,45.4,20.32,103.1,2
103.6,45.4,20.32,103.6,2
103.6,45.4,20.32,104.1,2
103.6,45.4,20.32,104.6,2
103.6,45.4,20.32,105.1,2
103.6,45.4,20.32,105.6,2
103.6,45.4,20.32,106.1,2
103.6,45.4,20.32,106.6,2
103.6,45.4,20.82,101.6,2
103.6,45.4,20.82,102.1,2
103.6,45.4,20.82,102.6,2
103.6,45.4,20.82,103.1,2
103.6,45.4,20.82,103.6,2
103.6,45.4,20.82,104.1,2
103.6,45.4,20.82,104.6,2
103.6,45.4,20.82,105.1,2
103.6,45.4,20.82,105.6,2
103.6,45.4,20.82,106.1,2
103.6,45.4,20.82,106.6,2
103.6,45.4,21.3,101.6,2
103.6,45.4,21.3,102.1,2
103.6,45.4,21.3,102.6,2
103.6,45.4,21.3,103.1,2
103.6,45.4,21.3,103.6,2
103.6,45.4,21.3,104.1,2
103.6,45.4,21.3,104.6,2
103.6,45.4,21.3,105.1,2
103.6,45.4,21.3,105.6,2
103.6,45.4,21.3,106.1,2
103.6,45.4,21.3,106.6,2
103.6,45.9,20.32,101.6,2
103.6,45.9,20.32,102.1,2
103.6,45.9,20.32,102.6,2
103.6,45.9,20.32,103.1,2
103.6,45.9,20.32,103.6,2
103.6,45.9,20.32,104.1,2
103.6,45.9,20.32,104.6,2
103.6,45.9,20.32,105.1,2
103.6,45.9,20.32,105.6,2
103.6,45.9,20.32,106.1,2
103.6,45.9,20.32,106.6,2
103.6,45.9,20.82,101.6,2
103.6,45.9,20.82,102.1,2
103.6,45.9,20.82,102.6,2
103.6,45.9,20.82,103.1,2
103.6,45.9,20.82,103.6,2
103.6,45.9,20.82,104.1,2
103.6,45.9,20.82,104.6,2
103.6,45.9,20.82,105.1,2
103.6,45.9,20.82,105.6,2
103.6,45.9,20.82,106.1,2
103.6,45.9,20.82,106.6,2
103.6,45.9,21.3,101.6,2
103.6,45.9,21.3,102.1,2
103.6,45.9,21.3,102.6,2
103.6,45.9,21.3,103.1,2
103.6,45.9,21.3,103.6,2
103.6,45.9,21.3,104.1,2
103.6,45.9,21.3,104.6,2
103.6,45.9,21.3,105.1,2
103.6,45.9,21.3,105.6,2
103.6,45.9,21.3,106.1,2
103.6,45.9,21.3,106.6,2
103.6,46.4,20.32,101.6,2
103.6,46.4,20.32,102.1,2
103.6,46.4,20.32,102.6,2
103.6,46.4,20.32,103.1,2
103.6,46.4,20.32,103.6,2
103.6,46.4,20.32,104.1,2
103.6,46.4,20.32,104.6,2
103.6,46.4,20.32,105.1,2
103.6,46.4,20.32,105.6,2
103.6,46.4,20.32,106.1,2
103.6,46.4,20.32,106.6,2
103.6,46.4,20.82,101.6,2
103.6,46.4,20.82,102.1,2
103.6,46.4,20.82,102.6,2
103.6,46.4,20.82,103.1,2
103.6,46.4,20.82,103.6,2
103.6,46.4,20.82,104.1,2
103.6,46.4,20.82,104.6,2
103.6,46.4,20.82,105.1,2
103.6,46.4,20.82,105.6,2
103.6,46.4,20.82,106.1,2
103.6,46.4,20.82,106.6,2
103.6,46.4,21.3,101.6,2
103.6,46.4,21.3,102.1,2
103.6,46.4,21.3,102.6,2
103.6,46.4,21.3,103.1,2
103.6,46.4,21.3,103.6,2
103.6,46.4,21.3,104.1,2
103.6,46.4,21.3,104.6,2
103.6,46.4,21.3,105.1,2
103.6,46.4,21.3,105.6,2
103.6,46.4,21.3,106.1,2
103.6,46.4,21.3,106.6,2
103.6,46.7,20.32,101.6,2
103.6,46.7,20.32,102.1,2
103.6,46.7,20.32,102.6,2
103.6,46.7,20.32,103.1,2
103.6,46.7,20.32,103.6,2
103.6,46.7,20.32,104.1,2
103.6,46.7,20.32,104.6,2
103.6,46.7,20.32,105.1,2
103.6,46.7,20.32,105.6,2
103.6,46.7,20.32,106.1,2
103.6,46.7,20.32,106.6,2
103.6,46.7,20.82,101.6,2
103.6,46.7,20.82,102.1,2
103.6,46.7,20.82,102.6,2
103.6,46.7,20.82,103.1,2
103.6,46.7,20.82,103.6,2
103.6,46.7,20.82,104.1,2
103.6,46.7,20.82,104.6,2
103.6,46.7,20.82,105.1,2
103.6,46.7,20.82,105.6,2
103.6,46.7,20.82,106.1,2
103.6,46.7,20.82,106.6,2
103.6,46.7,21.3,101.6,2
103.6,46.7,21.3,102.1,2
103.6,46.7,21.3,102.6,2
103.6,46.7,21.3,103.1,2
103.6,46.7,21.3,103.6,2
103.6,46.7,21.3,104.1,2
103.6,46.7,21.3,104.6,2
103.6,46.7,21.3,105.1,2
103.6,46.7,21.3,105.6,2
103.6,46.7,21.3,106.1,2
103.6,46.7,21.3,106.6,2
104.1,44.4,20.32,101.6,2
104.1,44.4,20.32,102.1,2
104.1,44.4,20.32,102.6,2
104.1,44.4,20.32,103.1,2
104.1,44.4,20.32,103.6,2
104.1,44.4,20.32,104.1,2
104.1,44.4,20.32,104.6,2
104.1,44.4,20.32,105.1,2
104.1,44.4,20.32,105.6,2
104.1,44.4,20.32,106.1,2
104.1,44.4,20.32,106.6,2
104.1,44.4,20.82,101.6,2
104.1,44.4,20.82,102.1,2
104.1,44.4,20.82,102.6,2
104.1,44.4,20.82,103.1,2
104.1,44.4,20.82,103.6,2
104.1,44.4,20.82,104.1,2
104.1,44.4,20.82,104.6,2
104.1,44.4,20.82,105.1,2
104.1,44.4,20.82,105.6,2
104.1,44.4,20.82,106.1,2
104.1,44.4,20.82,106.6,2
104.1,44.4,21.3,101.6,2
104.1,44.4,21.3,102.1,2
104.1,44.4,21.3,102.6,2
104.1,44.4,21.3,103.1,2
104.1,44.4,21.3,103.6,2
104.1,44.4,21.3,104.1,2
104.1,44.4,21.3,104.6,2
104.1,44.4,21.3,105.1,2
104.1,44.4,21.3,105.6,2
104.1,44.4,21.3,106.1,2
104.1,44.4,21.3,106.6,2
104.1,44.9,20.32,101.6,2
104.1,44.9,20.32,102.1,2
104.1,44.9,20.32,102.6,2
104.1,44.9,20.32,103.1,2
104.1,44.9,20.32,103.6,2
104.1,44.9,20.32,104.1,2
104.1,44.9,20.32,104.6,2
104.1,44.9,20.32,105.1,2
104.1,44.9,20.32,105.6,2
104.1,44.9,20.32,106.1,2
104.1,44.9,20.32,106.6,2
104.1,44.9,20.82,101.6,2
104.1,44.9,20.82,102.1,2
104.1,44.9,20.82,102.6,2
104.1,44.9,20.82,103.1,2
104.1,44.9,20.82,103.6,2
104.1,44.9,20.82,104.1,2
104.1,44.9,20.82,104.6,2
104.1,44.9,20.82,105.1,2
104.1,44.9,20.82,105.6,2
104.1,44.9,20.82,106.1,2
104.1,44.9,20.82,106.6,2
104.1,44.9,21.3,101.6,2
104.1,44.9,21.3,102.1,2
104.1,44.9,21.3,102.6,2
104.1,44.9,21.3,103.1,2
104.1,44.9,21.3,103.6,2
104.1,44.9,21.3,104.1,2
104.1,44.9,21.3,104.6,2
104.1,44.9,21.3,105.1,2
104.1,44.9,21.3,105.6,2
104.1,44.9,21.3,106.1,2
104.1,44.9,21.3,106.6,2
104.1,45.4,20.32,101.6,2
104.1,45.4,20.32,102.1,2
104.1,45.4,20.32,102.6,2
104.1,45.4,20.32,103.1,2
104.1,45.4,20.32,103.6,2
104.1,45.4,20.32,104.1,2
104.1,45.4,20.32,104.6,2
104.1,45.4,20.32,105.1,2
104.1,45.4,20.32,105.6,2
104.1,45.4,20.32,106.1,2
104.1,45.4,20.32,106.6,2
104.1,45.4,20.82,101.6,2
104.1,45.4,20.82,102.1,2
104.1,45.4,20.82,102.6,2
104.1,45.4,20.82,103.1,2
104.1,45.4,20.82,103.6,2
104.1,45.4,20.82,104.1,2
104.1,45.4,20.82,104.6,2
